views;respects;tot_recommendations
28467;46;365
4238;2;1
16067;32;10
16684;28;386
7969;25;99
13176;25;39
72958;99;11
22660;35;338
10436;17;10
10957;24;36
9463;27;10
98450;110;41
14077;18;0
6870;7;15
7468;19;10
3109;0;56
2307;4;55
9486;33;121
11422;23;57
27640;57;10
24810;92;10
16933;32;465
19262;28;316
18676;44;20
13458;52;103
19923;53;73
38347;59;316
6822;15;11
6636;40;10
6377;15;326
17431;62;55
22222;49;63
13142;38;127
26420;74;323
10708;29;62
22909;26;10
11206;26;22
5501;10;91
14941;15;55
10772;21;318
1070;4;10
10957;33;50
4877;11;11
9258;31;316
27481;31;100
3986;9;29
10459;14;10
24901;49;10
30178;43;12
3412;4;10
11953;24;32
13304;38;66
3238;7;17
24901;41;21
25816;22;319
21653;86;10
4335;6;10
27167;76;10
7046;19;55
5818;26;400
25150;40;429
28523;73;331
15938;18;36
2808;8;10
7787;14;406
4061;15;111
13945;19;35
107320;282;77
2276;2;10
15941;10;38
4799;6;36
11245;14;60
35608;93;88
11817;33;94
23158;57;111
3985;12;10
16684;13;1
1861;4;10
7663;11;344
6085;32;127
10516;6;10
29632;48;316
7969;20;10
2637;6;12
31126;101;436
5409;27;15
6740;20;60
23158;23;57
4968;17;10
2594;14;12
16860;38;14
5137;11;316
5010;8;406
29995;42;439
4989;10;13
1368;4;316
18027;53;100
4981;17;377
14167;32;16
38348;51;411
4738;11;67
10459;19;326
173583;431;367
48250;73;36
20358;35;22
4530;33;55
11159;38;10
4264;30;100
15439;40;83
18179;23;36
23656;68;361
12206;36;361
33119;66;43
5418;15;325
18844;40;316
2086;4;316
9125;29;0
12972;16;316
87972;157;361
15937;40;438
17680;48;43
24611;50;335
7805;21;385
3238;10;406
30877;27;379
29069;33;321
5977;12;63
7822;11;349
7256;20;384
25399;28;0
20917;52;394
15112;19;357
10210;36;0
15272;51;318
7363;12;440
9547;14;316
41211;24;316
20179;26;406
11395;23;427
6262;19;366
5773;5;17
34241;20;321
131971;125;44
47063;77;370
9214;31;31
259210;190;343
7550;30;393
46926;67;51
14292;21;0
18427;29;322
12397;29;318
6352;9;316
3914;5;22
5788;27;361
55291;136;441
7487;14;10
152639;82;316
71215;119;10
3953;13;322
31377;92;406
3192;16;330
6724;11;22
2888;2;67
5895;11;10
45568;71;417
6610;10;14
40589;35;316
4763;12;365
65241;137;318
16651;40;341
53160;51;316
8977;24;335
29117;35;437
49552;62;316
13592;41;0
19921;30;326
4000;26;316
18293;41;321
6498;25;10
24303;27;10
3739;3;437
4267;11;316
7471;15;316
3241;4;316
6942;25;316
6724;14;316
26444;75;386
43327;65;318
29632;39;324
14583;33;327
5217;14;320
5770;13;415
5589;11;361
5607;18;91
3369;3;322
266182;242;386
372007;503;445
9133;10;316
8393;19;317
121764;249;524
15045;29;36
5905;8;322
14443;9;0
2131;5;316
2386;9;0
12589;41;98
110299;134;478
21188;42;407
4981;28;0
46564;102;1
5230;22;415
5640;7;74
8634;16;316
69223;108;72
4819;12;432
13711;24;318
9008;24;14
25801;39;321
14228;23;36
42040;43;0
6724;26;316
3323;2;333
5425;11;1
1876;6;10
8820;36;73
53854;181;320
6580;25;12
10182;17;36
18551;30;22
47941;90;114
8633;31;316
8218;14;10
22411;65;316
5732;24;316
3985;16;35
3418;19;316
31624;27;42
65239;154;22
5298;8;316
5229;13;30
22909;31;316
26645;87;360
2297;12;1
8711;23;316
87899;92;2
262520;135;375
4396;11;316
58765;135;316
14941;46;41
4462;10;436
134710;290;396
101594;241;50
11053;18;16
2549;6;393
6019;22;36
6875;18;1
19724;36;53
7016;20;316
28885;60;347
7130;10;316
8855;20;36
73884;120;57
14941;44;419
3107;5;316
36751;54;54
5363;8;7
6985;13;319
6658;23;331
3562;12;34
57271;204;41
107071;257;316
8906;10;1
2928;8;323
2001;2;0
1896;6;99
2029;3;346
20954;47;367
5190;14;406
49114;64;406
9989;17;423
2694;4;316
72686;117;318
51046;68;361
9604;27;316
2040;6;317
63745;148;41
4945;14;316
9176;23;316
35420;56;32
39841;101;4
11308;21;316
5054;2;316
26893;44;316
4932;24;1
8556;17;316
11659;24;316
11513;29;22
8279;16;316
10691;20;361
11594;18;341
4898;10;320
2110;3;342
3811;9;316
50299;31;41
20312;19;316
19708;35;316
40091;103;316
3486;3;350
5617;46;370
15190;39;2
5145;11;316
10615;25;48
4176;7;316
12539;13;380
11455;34;316
2364;7;406
29238;11;1
20917;60;41
11704;49;406
16887;31;316
4234;13;2
10781;22;321
11553;16;341
2966;11;316
68725;181;131
16933;40;316
2706;7;323
24707;51;335
16933;35;2
12398;28;323
14123;14;316
4495;10;316
2703;10;316
3223;6;316
2972;10;316
4367;7;4
1961;6;0
6420;14;361
58093;48;316
24953;48;322
140686;173;365
4064;13;322
2354;6;322
3007;8;322
3465;1;322
1318;1;322
1806;6;322
5986;8;322
1916;5;322
1131;1;322
5824;11;334
1240;1;322
2973;16;322
2404;3;325
5338;12;316
2491;9;316
3186;6;28
3493;24;22
3697;7;322
8010;17;438
6459;8;322
3982;17;316
14692;24;361
3759;8;316
86943;148;7
3186;8;325
1657;8;322
39837;88;325
21999;65;6
31375;70;316
373501;850;415
1620;5;322
1289;1;322
9989;15;316
9238;10;339
4912;22;19
5050;15;11
1920;9;322
12211;16;316
1561;2;322
7720;18;322
26573;56;316
5049;5;325
4864;10;325
11044;8;322
5765;26;316
1810;3;316
4330;13;372
17153;51;43
157619;475;36
55088;49;372
119272;76;321
29308;35;316
16725;43;73
28087;19;2
2720;9;322
9718;25;1
4499;13;22
4275;25;316
37696;55;36
3449;5;415
6724;27;36
7676;38;316
10357;8;5
25077;97;325
19767;43;316
162349;271;349
42331;37;316
19174;23;131
13691;28;10
6484;20;327
93874;55;316
12437;41;322
4393;9;322
11728;42;361
34876;68;38
87650;80;316
3696;11;335
7471;33;7
4912;4;316
20838;70;316
4253;12;5
16435;34;40
2534;4;26
34434;71;316
3467;5;316
7489;8;406
4822;19;316
24222;67;47
4773;14;316
63985;179;341
22741;45;316
29094;47;43
2901;11;316
8913;38;46
23712;43;321
4140;7;330
8500;28;6
8723;47;22
22126;24;9
4532;28;322
57717;115;319
45209;75;398
6977;15;316
6725;23;0
4795;5;316
8531;40;19
8589;35;41
58895;140;324
12430;36;344
6953;19;395
8355;14;338
61255;83;406
8078;22;41
3467;14;2
3767;14;389
13819;28;316
170567;548;316
3629;7;0
61346;78;316
38579;21;316
505969;299;316
14391;46;322
4761;18;322
17818;61;361
2740;16;338
12202;34;361
21601;41;1
23408;35;316
2828;21;28
15058;40;4
51295;210;28
43079;121;365
1781;17;322
50797;88;316
7452;28;316
10211;45;322
10661;28;316
18676;31;316
2167;11;4
6901;18;322
2945;11;1
10679;19;0
36107;97;316
49552;180;316
263712;420;337
8675;20;43
9640;14;24
3661;6;316
10789;17;320
4337;9;316
37890;81;325
20651;54;29
46283;71;318
3497;6;1
9944;13;322
17295;32;0
2358;5;0
7663;6;367
2630;6;316
7829;5;316
3181;6;316
5112;1;364
15984;41;0
1732;1;361
5978;7;0
6382;14;322
2701;4;4
2502;2;316
7361;19;316
2033;2;335
6366;16;318
4615;8;316
10294;12;0
2098;10;316
16435;38;22
18727;29;22
12949;19;7
2220;4;316
13740;38;88
1939;4;0
1237;2;1
1776;5;335
3824;4;34
6692;10;0
48058;84;332
10098;28;316
6363;12;316
6686;20;316
7124;20;0
7013;11;0
4251;12;361
7604;11;1
2056;3;361
47798;83;46
10007;15;386
17377;13;15
6535;13;316
9378;21;1
2071;1;26
1267;1;1
1962;3;8
33616;37;36
1744;3;322
23247;18;420
7315;15;322
14336;21;0
5970;7;433
13089;13;322
6195;7;4
7796;3;36
5304;11;316
23158;43;316
2553;4;335
3201;3;316
2797;4;316
45125;136;316
4732;7;22
4191;7;316
7653;13;316
2648;4;316
42580;99;456
34789;47;432
1816;0;316
2709;0;22
4055;15;2
8643;15;316
4979;5;349
7622;6;316
9962;15;9
3202;4;0
8816;8;316
2164;4;41
11987;44;316
10770;20;22
11202;7;316
11792;34;36
2920;4;316
3801;7;17
26624;48;316
8697;5;342
33118;31;316
5099;4;316
2506;0;0
